Record_ID,Customer_ID,Employee_ID,Order_ID,Transaction_Date,Region,City,Department,Category,Product,Sales,Profit,Quantity,Unit_Price,Discount_Percent,Cost,Salary,Experience_Years,Age,Rating,Gender,Status,Payment_Method,Customer_Type,Priority,Channel,Education,Contract_Type,Feedback,Country,Zone,Manager,Supplier,Brand,Segment,Risk_Level,Delivery_Status,Membership,Source,Metric_01,Metric_02,Metric_03,Metric_04,Metric_05,Metric_06,Metric_07,Metric_08,Metric_09,Metric_10,Metric_11,Metric_12,Metric_13,Metric_14,Metric_15,Metric_16,Metric_17,Metric_18,Metric_19,Metric_20
457,CUST1457,EMP157,ORD5457,2025-05-12,Central,Kolkata,IT,Electronics,Shirt,74033.14,8775.68,26,27324.55,32.34,13581.65,58792.7,15.3,29,3.5,Female,Returned,UPI,Premium,Critical,Mobile App,PhD,Contract,Excellent,India,Zone D,Manager_17,Supplier_7,Brand E,Corporate,Low,Delivered,Gold,Social Media,840.89,665.2,476.48,460.07,779.63,419.91,401.65,341.76,56.72,666.9,217.46,406.27,839.86,437.47,309.63,620.34,375.06,510.98,294.46,182.33
429,CUST1429,EMP129,ORD5429,2025-05-13,South,Pune,Operations,Grocery,Headphones,24567.94,22736.83,88,24271.12,17.62,7660.04,134999.01,15.3,56,2.1,Male,Completed,Debit Card,New,Low,Store,PhD,Permanent,Poor,India,Zone B,Manager_9,Supplier_9,Brand A,Small Business,Medium,Delayed,Gold,Website,323.58,571.64,44.35,512.1,182.89,359.11,393.66,933.89,731.77,850.45,693.43,9.58,468.18,953.9,644.53,568.58,281.75,877.45,632.53,828.33
485,CUST1485,EMP105,ORD5485,2025-05-14,South,Pune,Sales,Beauty,Phone,56348.71,24587.4,65,6545.8,22.3,54231.92,151025.07,10.6,45,3.6,Male,Cancelled,UPI,New,High,Store,Diploma,Part-time,Excellent,India,Zone B,Manager_5,Supplier_5,Brand A,Consumer,High,In Transit,Platinum,Direct,156.26,874.0,481.07,122.74,31.62,160.13,802.22,890.81,973.94,362.06,638.63,872.11,353.17,577.82,769.06,628.63,416.84,105.87,14.37,41.48
93,CUST1093,EMP113,ORD5093,2025-05-15,West,Mumbai,Finance,Grocery,Shoes,64821.78,24773.27,30,38700.28,22.12,21620.4,170961.83,6.9,55,3.9,Male,Pending,Credit Card,New,Medium,Mobile App,Diploma,Contract,Excellent,India,Zone B,Manager_13,Supplier_3,Brand A,Corporate,Low,Cancelled,Basic,Direct,927.97,982.48,689.16,929.98,916.27,468.41,219.33,844.33,222.07,369.01,865.77,681.74,272.22,769.86,444.8,1.0,738.57,712.54,551.53,262.31
224,CUST1224,EMP164,ORD5224,2025-05-15,Central,Mumbai,Sales,Electronics,Watch,55157.59,18926.42,18,44795.33,27.14,23818.67,142070.68,13.6,35,2.1,Other,Completed,Debit Card,New,High,Mobile App,PhD,Part-time,Good,India,Zone A,Manager_4,Supplier_14,Brand D,Small Business,Low,Delayed,Platinum,Direct,762.86,721.91,937.82,751.83,315.28,273.2,27.49,565.39,431.55,826.89,563.26,16.31,874.27,627.42,275.75,192.79,251.76,971.29,972.18,8.68
83,CUST1083,EMP103,ORD5083,2025-05-19,North,Mumbai,Sales,Grocery,Shoes,66435.12,9840.26,40,18852.67,35.65,60191.6,154885.28,13.7,54,2.4,Male,Returned,Net Banking,Premium,High,Mobile App,Master,Part-time,Average,India,Zone A,Manager_3,Supplier_8,Brand B,Corporate,Low,Delayed,Platinum,Referral,4.64,992.17,940.23,375.88,424.34,390.7,650.88,809.75,7.59,432.66,317.08,514.99,621.86,889.23,59.9,242.31,877.04,960.89,150.96,693.21
292,CUST1292,EMP152,ORD5292,2025-05-23,Central,Bengaluru,Operations,Beauty,Skincare,72453.37,12465.5,11,2434.61,32.78,57833.27,154891.98,8.7,36,4.6,Other,Cancelled,Cash,Regular,Medium,Mobile App,PhD,Part-time,Good,India,Zone A,Manager_12,Supplier_7,Brand A,Consumer,Medium,Cancelled,Basic,Advertisement,68.35,140.89,504.58,474.73,813.26,914.21,488.22,211.06,995.18,739.41,98.21,417.34,44.31,45.11,428.93,977.85,867.71,756.87,213.23,774.72
422,CUST1422,EMP122,ORD5422,2025-05-24,North,Delhi,Sales,Beauty,Shirt,4779.19,23275.94,98,14437.6,27.97,59903.02,92190.04,6.8,42,2.2,Other,Completed,Debit Card,Regular,Critical,Store,Bachelor,Part-time,Good,India,Zone C,Manager_2,Supplier_2,Brand D,Consumer,Medium,Cancelled,Platinum,Social Media,342.6,300.59,416.67,395.65,306.67,701.6,525.18,802.55,646.86,722.32,200.64,428.65,388.41,541.47,688.35,318.7,801.35,208.7,501.07,777.94
190,CUST1190,EMP130,ORD5190,2025-05-24,East,Mumbai,Finance,Clothing,Phone,83935.65,-1101.76,79,30229.47,4.57,37494.17,22927.37,4.4,52,2.8,Other,Completed,Net Banking,Regular,Low,Store,PhD,Contract,Poor,India,Zone B,Manager_10,Supplier_10,Brand D,Corporate,High,Cancelled,Gold,Social Media,979.45,470.76,200.87,472.46,290.41,89.02,186.41,594.16,542.17,683.98,632.71,124.16,137.79,102.41,597.06,546.01,308.39,964.03,418.6,727.58
171,CUST1171,EMP111,ORD5171,2025-05-24,North,Pune,Marketing,Furniture,Watch,13439.75,5108.94,62,13724.73,12.12,52107.6,100287.69,3.4,55,3.4,Female,Pending,UPI,Premium,High,Store,Master,Part-time,Poor,India,Zone B,Manager_11,Supplier_6,Brand E,Consumer,Medium,In Transit,Basic,Advertisement,211.04,822.42,701.86,766.71,214.76,418.94,119.16,550.91,990.73,817.87,904.46,732.24,911.77,829.07,828.86,515.3,796.15,223.73,924.81,562.58
414,CUST1414,EMP114,ORD5414,2025-05-24,North,Bhopal,Operations,Electronics,Watch,13009.56,3431.14,49,11166.92,7.95,23422.9,150206.96,19.7,42,2.5,Other,Completed,Credit Card,New,High,Mobile App,Bachelor,Contract,Poor,India,Zone D,Manager_14,Supplier_9,Brand C,Consumer,Medium,Delayed,Gold,Social Media,783.7,764.56,493.3,490.46,410.84,507.68,644.29,297.72,197.58,587.35,549.92,217.76,598.02,705.56,13.76,261.23,122.41,966.7,968.87,523.24
181,CUST1181,EMP121,ORD5181,2025-05-27,Central,Kolkata,Sales,Beauty,Skincare,15582.64,-4379.86,96,42821.01,23.19,5773.38,170098.07,4.5,45,1.3,Male,Completed,UPI,Premium,Medium,Mobile App,Bachelor,Contract,Average,India,Zone A,Manager_1,Supplier_1,Brand B,Corporate,Medium,Delivered,Gold,Advertisement,849.07,425.76,106.31,879.18,968.9,555.7,400.15,660.39,392.94,436.72,300.58,158.84,352.81,793.66,222.39,70.89,409.56,681.56,469.58,554.02
182,CUST1182,EMP122,ORD5182,2025-05-28,West,Bengaluru,Operations,Electronics,Chair,3578.3,3070.59,28,17902.76,13.82,31708.95,65781.22,2.6,57,2.4,Other,Returned,UPI,Regular,Low,Online,Bachelor,Permanent,Poor,India,Zone A,Manager_2,Supplier_2,Brand A,Small Business,Low,Delayed,Gold,Advertisement,616.48,75.32,906.74,456.89,694.61,484.74,592.85,114.29,879.71,652.11,861.45,782.44,547.04,737.92,577.13,319.91,631.69,85.64,911.57,655.25
488,CUST1488,EMP108,ORD5488,2025-05-29,West,Bhopal,Operations,Electronics,Rice,72699.91,21144.05,57,26227.67,32.31,59934.48,100133.94,6.8,22,1.2,Male,Pending,UPI,Premium,Low,Online,Master,Permanent,Good,India,Zone D,Manager_8,Supplier_8,Brand E,Small Business,High,Delivered,Silver,Referral,743.74,886.3,988.07,254.88,38.15,137.22,622.83,325.05,581.94,285.54,703.99,57.01,797.95,356.23,724.08,217.14,736.76,830.48,531.15,547.38
298,CUST1298,EMP158,ORD5298,2025-05-30,North,Bhopal,Finance,Furniture,Table,63392.94,17204.84,59,37526.42,14.95,64848.95,126216.53,17.6,49,4.4,Other,Returned,Credit Card,New,High,Store,PhD,Permanent,Poor,India,Zone C,Manager_18,Supplier_13,Brand A,Consumer,Low,In Transit,Silver,Website,616.89,158.24,675.14,412.99,51.55,408.66,908.15,78.1,967.75,741.39,750.79,140.52,282.66,824.84,35.42,328.7,220.7,551.65,408.28,778.58
421,CUST1421,EMP121,ORD5421,2025-05-31,South,Delhi,HR,Electronics,Watch,8991.46,18595.67,11,31360.21,1.73,49090.51,104099.64,12.0,45,2.3,Male,Pending,Debit Card,New,Low,Online,Diploma,Part-time,Good,India,Zone B,Manager_1,Supplier_1,Brand C,Corporate,Low,In Transit,Gold,Advertisement,956.56,417.52,863.03,992.9,240.51,427.7,699.19,127.67,927.61,838.5,905.13,471.64,432.04,880.08,902.11,971.4,357.89,701.37,662.32,999.66
186,CUST1186,EMP126,ORD5186,2025-05-31,Central,Bhopal,Operations,Beauty,Watch,48048.91,9456.02,7,5442.15,6.64,61433.9,157909.85,17.1,51,3.2,Female,Pending,Credit Card,Premium,Critical,Store,PhD,Permanent,Good,India,Zone C,Manager_6,Supplier_6,Brand D,Small Business,High,Delivered,Gold,Direct,742.73,552.22,329.73,52.18,688.87,396.54,669.5,746.9,471.94,641.37,334.0,838.4,275.38,699.14,108.15,726.24,947.25,965.73,478.22,976.24
204,CUST1204,EMP144,ORD5204,2025-06-01,South,Jaipur,Operations,Clothing,Rice,81767.31,5338.12,37,2357.93,7.91,66787.55,101136.76,7.0,53,2.7,Male,Pending,Cash,New,Critical,Store,PhD,Part-time,Average,India,Zone A,Manager_4,Supplier_9,Brand B,Small Business,High,Cancelled,Gold,Referral,473.04,81.7,330.91,109.86,351.53,252.01,670.58,546.31,937.05,181.94,83.47,423.24,423.91,494.52,275.98,605.85,330.98,293.75,422.91,355.22
216,CUST1216,EMP156,ORD5216,2025-06-02,South,Bengaluru,Marketing,Grocery,Skincare,90740.81,4359.52,48,12771.49,8.6,15752.33,90938.28,0.9,45,4.2,Female,Cancelled,Cash,Regular,Critical,Store,PhD,Part-time,Excellent,India,Zone A,Manager_16,Supplier_6,Brand C,Small Business,Medium,Delivered,Platinum,Referral,670.26,575.11,703.34,892.79,656.89,655.95,858.01,883.78,908.52,566.66,410.09,634.09,467.36,975.58,983.28,686.24,284.69,949.15,212.18,523.33
332,CUST1332,EMP112,ORD5332,2025-06-03,East,Indore,HR,Electronics,Rice,55688.41,-3485.33,65,11933.51,31.86,59439.78,134343.21,18.7,26,2.3,Other,Cancelled,Cash,New,High,Store,Diploma,Part-time,Good,India,Zone C,Manager_12,Supplier_2,Brand E,Corporate,High,Delivered,Basic,Referral,90.59,894.71,725.76,94.93,758.67,113.4,155.86,471.58,542.57,218.25,505.81,354.63,290.5,25.51,994.65,889.6,605.58,644.04,498.92,292.75
273,CUST1273,EMP133,ORD5273,2025-06-04,East,Indore,Finance,Grocery,Shoes,53093.52,24461.49,85,30123.94,33.41,18338.21,169897.64,3.1,28,2.9,Male,Pending,Debit Card,Regular,Medium,Store,Bachelor,Permanent,Poor,India,Zone D,Manager_13,Supplier_3,Brand A,Small Business,Medium,Delayed,Basic,Referral,714.12,921.4,849.14,179.35,433.38,168.1,673.52,788.98,683.76,243.77,212.93,969.12,112.93,108.44,777.89,503.03,234.32,523.04,160.91,342.11
75,CUST1075,EMP175,ORD5075,2025-06-06,North,Indore,Marketing,Clothing,Chair,709.33,2374.22,93,421.12,36.97,56246.82,138881.1,10.8,56,3.5,Other,Returned,Net Banking,Premium,Low,Store,Master,Contract,Average,India,Zone C,Manager_15,Supplier_15,Brand A,Corporate,Low,In Transit,Platinum,Social Media,175.22,64.14,6.13,682.78,283.85,835.22,769.02,77.27,319.7,510.38,281.31,526.14,851.44,305.74,140.27,178.78,789.77,751.6,547.42,52.77
250,CUST1250,EMP110,ORD5250,2025-06-07,North,Mumbai,Operations,Furniture,Skincare,47910.1,23058.91,75,37284.46,32.07,56228.39,60560.79,15.7,31,3.9,Other,Returned,Net Banking,New,High,Mobile App,Master,Contract,Poor,India,Zone C,Manager_10,Supplier_10,Brand B,Consumer,Medium,In Transit,Silver,Website,547.24,668.9,543.49,608.9,712.6,330.22,449.37,489.89,608.57,869.05,589.09,973.31,811.81,401.44,553.76,3.36,674.74,216.19,742.98,160.56
197,CUST1197,EMP137,ORD5197,2025-06-09,East,Delhi,Operations,Furniture,Table,23886.2,-229.25,84,47499.99,24.66,62066.53,68443.87,4.8,45,3.8,Female,Returned,UPI,New,High,Online,Bachelor,Contract,Average,India,Zone A,Manager_17,Supplier_2,Brand A,Small Business,Medium,In Transit,Silver,Website,185.95,890.42,173.64,423.01,110.5,708.7,147.07,552.63,158.54,523.22,828.69,444.39,159.46,530.69,624.8,598.25,458.41,645.57,535.24,397.65
118,CUST1118,EMP138,ORD5118,2025-06-09,East,Mumbai,Marketing,Beauty,Watch,39045.56,20375.49,44,41769.79,29.54,40825.74,97075.04,19.5,38,3.7,Male,Cancelled,Net Banking,Regular,Medium,Mobile App,Diploma,Part-time,Poor,India,Zone B,Manager_18,Supplier_13,Brand E,Corporate,Low,Cancelled,Gold,Advertisement,502.4,191.89,304.93,915.25,418.99,523.69,645.44,87.48,459.82,750.15,516.32,643.16,507.78,44.33,931.53,790.49,785.45,246.07,309.03,394.48
361,CUST1361,EMP141,ORD5361,2025-06-09,Central,Delhi,Operations,Beauty,Chair,93123.29,19551.09,90,21606.1,24.7,6188.94,18438.72,8.3,18,4.8,Male,Completed,Cash,New,High,Online,Bachelor,Contract,Poor,India,Zone A,Manager_1,Supplier_1,Brand D,Consumer,Medium,Delivered,Gold,Website,707.14,376.15,601.31,802.99,358.15,514.21,752.31,897.71,628.99,725.39,362.46,185.11,782.23,571.74,234.37,988.5,997.34,115.56,590.44,448.93
23,CUST1023,EMP123,ORD5023,2025-06-10,East,Mumbai,Sales,Electronics,Rice,98392.11,11826.23,32,40911.03,39.88,44278.14,83173.74,8.0,23,4.8,Other,Cancelled,UPI,New,Medium,Store,Bachelor,Contract,Average,India,Zone B,Manager_3,Supplier_8,Brand D,Corporate,Low,Delivered,Gold,Advertisement,185.6,954.89,717.72,959.93,183.46,353.55,943.5,60.37,31.4,661.15,453.28,481.59,786.96,9.73,760.97,774.81,247.21,609.5,105.09,267.56
219,CUST1219,EMP159,ORD5219,2025-06-10,North,Bengaluru,HR,Grocery,Laptop,60112.5,6617.12,56,3875.49,3.94,68426.99,132309.68,3.5,45,2.2,Male,Completed,Debit Card,Regular,Critical,Mobile App,Master,Part-time,Poor,India,Zone A,Manager_19,Supplier_9,Brand B,Corporate,Low,Delayed,Silver,Direct,272.53,28.86,182.48,120.38,414.83,779.2,984.87,464.72,930.25,606.12,222.98,496.88,431.93,303.86,638.05,100.17,49.85,684.6,13.74,731.32
266,CUST1266,EMP126,ORD5266,2025-06-10,North,Pune,Operations,Furniture,Shirt,87268.81,5675.64,55,39097.13,0.96,8363.75,94500.68,6.9,36,2.8,Female,Pending,Debit Card,Regular,High,Online,Master,Contract,Average,India,Zone A,Manager_6,Supplier_11,Brand C,Corporate,Low,Delivered,Gold,Advertisement,484.78,745.47,297.3,453.14,77.29,405.13,523.7,914.82,563.82,28.86,761.72,626.5,660.19,683.73,714.87,18.58,315.79,404.83,412.17,775.56
60,CUST1060,EMP160,ORD5060,2025-06-11,East,Kolkata,Finance,Grocery,Headphones,4962.93,23805.03,76,30054.04,23.25,46888.05,69416.99,10.5,35,2.1,Male,Completed,Credit Card,Regular,Low,Mobile App,Master,Permanent,Poor,India,Zone A,Manager_20,Supplier_15,Brand B,Corporate,Medium,Delivered,Basic,Direct,387.16,292.33,815.01,250.54,765.35,86.68,208.49,613.71,933.62,284.97,696.71,475.02,64.44,436.27,685.16,138.51,549.99,200.22,251.32,648.64
430,CUST1430,EMP130,ORD5430,2025-06-12,East,Jaipur,IT,Electronics,Chair,91151.34,8299.2,10,34720.9,12.69,58963.27,46213.38,4.2,54,2.9,Male,Pending,Credit Card,New,Critical,Store,Master,Contract,Average,India,Zone A,Manager_10,Supplier_10,Brand D,Consumer,Medium,In Transit,Platinum,Social Media,341.2,455.01,308.42,279.06,143.16,230.37,272.67,323.09,751.72,824.63,792.35,966.42,810.13,882.14,801.31,774.68,441.4,296.8,552.19,465.0
218,CUST1218,EMP158,ORD5218,2025-06-12,South,Kolkata,Sales,Furniture,Headphones,59504.94,10200.18,89,5026.99,14.55,30761.46,75005.34,18.3,56,4.2,Other,Cancelled,Debit Card,Premium,Medium,Store,Master,Part-time,Poor,India,Zone D,Manager_18,Supplier_8,Brand A,Corporate,Low,Cancelled,Silver,Direct,613.39,490.12,668.26,181.49,28.8,879.27,266.66,428.35,746.37,145.54,770.16,746.31,495.09,915.05,240.31,415.6,310.31,815.24,948.38,844.83
446,CUST1446,EMP146,ORD5446,2025-06-14,South,Indore,HR,Clothing,Shirt,22370.63,-2670.78,94,12401.34,28.58,9924.24,67268.06,4.1,34,2.9,Other,Returned,UPI,New,High,Store,Master,Contract,Poor,India,Zone D,Manager_6,Supplier_11,Brand B,Corporate,Medium,Delivered,Silver,Website,145.29,468.07,872.64,524.29,876.43,587.93,398.38,24.0,349.33,827.01,805.36,406.74,155.75,315.07,322.86,954.75,423.11,882.2,62.7,514.52
463,CUST1463,EMP163,ORD5463,2025-06-16,East,Indore,IT,Beauty,Headphones,55064.01,17218.78,38,1843.47,7.25,56828.88,60948.35,19.2,29,2.5,Female,Completed,Credit Card,Regular,Low,Online,PhD,Permanent,Excellent,India,Zone C,Manager_3,Supplier_13,Brand B,Small Business,High,Delayed,Silver,Website,750.93,435.01,567.16,66.62,825.04,607.03,656.13,907.63,201.94,621.3,815.18,578.58,989.04,909.5,534.79,172.63,556.79,324.99,639.12,81.45
38,CUST1038,EMP138,ORD5038,2025-06-16,North,Mumbai,Finance,Grocery,Skincare,47691.7,10676.19,78,20387.18,32.22,53587.05,161338.89,2.8,54,4.9,Female,Returned,Debit Card,New,Critical,Mobile App,Bachelor,Permanent,Poor,India,Zone C,Manager_18,Supplier_8,Brand C,Corporate,Medium,Delayed,Silver,Advertisement,993.37,876.86,444.38,784.51,997.7,886.73,571.35,566.2,948.24,846.7,958.29,982.49,760.96,157.16,970.85,384.02,521.93,859.57,975.33,880.62
368,CUST1368,EMP148,ORD5368,2025-06-17,East,Kolkata,HR,Clothing,Rice,94326.89,22335.05,66,45855.41,25.11,64213.72,63079.36,19.9,55,4.2,Male,Completed,UPI,Premium,Low,Store,Master,Part-time,Excellent,India,Zone A,Manager_8,Supplier_8,Brand A,Small Business,High,Delivered,Gold,Advertisement,487.81,680.06,771.55,995.52,893.21,895.83,936.15,98.95,291.65,388.44,379.65,77.98,952.59,472.92,416.49,92.98,230.18,894.09,276.22,354.7
440,CUST1440,EMP140,ORD5440,2025-06-17,West,Mumbai,Marketing,Furniture,Headphones,87825.88,13966.5,56,6365.72,12.75,47658.87,26540.6,11.7,25,4.7,Male,Cancelled,Cash,New,Medium,Mobile App,Bachelor,Part-time,Poor,India,Zone B,Manager_20,Supplier_5,Brand E,Small Business,Medium,Delivered,Basic,Referral,252.68,876.85,867.83,985.01,271.69,749.28,644.21,157.95,9.51,698.82,655.83,613.51,772.23,138.96,77.03,64.6,270.7,40.83,937.65,612.92
441,CUST1441,EMP141,ORD5441,2025-06-19,Central,Bengaluru,IT,Grocery,Skincare,4644.85,6205.61,23,8647.62,4.19,19261.01,90279.61,5.3,40,1.4,Other,Pending,UPI,Regular,High,Online,PhD,Contract,Good,India,Zone C,Manager_1,Supplier_6,Brand D,Consumer,Medium,Delayed,Gold,Advertisement,327.19,527.51,644.24,96.25,351.91,196.14,918.19,904.16,959.01,954.78,155.09,463.26,926.55,451.46,398.36,529.86,601.81,969.46,211.87,303.34
114,CUST1114,EMP134,ORD5114,2025-06-20,North,Mumbai,Sales,Electronics,Laptop,21997.11,20189.79,81,32610.63,34.38,44111.02,37560.96,1.0,45,4.5,Other,Cancelled,Net Banking,Regular,Medium,Online,PhD,Part-time,Excellent,India,Zone C,Manager_14,Supplier_9,Brand E,Corporate,Low,Delivered,Platinum,Social Media,749.12,12.66,40.02,831.13,657.39,399.86,304.2,797.57,702.7,439.12,853.76,722.23,453.02,228.86,204.69,607.06,149.09,976.86,396.07,602.45
248,CUST1248,EMP108,ORD5248,2025-06-21,North,Jaipur,Operations,Furniture,Phone,59344.97,-2873.25,13,34469.25,15.77,35222.35,106663.37,13.2,59,2.1,Female,Completed,Credit Card,Regular,Low,Online,PhD,Part-time,Excellent,India,Zone C,Manager_8,Supplier_8,Brand D,Corporate,Low,In Transit,Basic,Website,376.82,266.23,537.65,772.8,107.24,841.68,441.52,301.09,542.04,754.54,548.64,490.81,670.86,191.59,642.33,972.93,613.56,734.33,65.23,158.85
487,CUST1487,EMP107,ORD5487,2025-06-22,North,Bengaluru,Finance,Grocery,Rice,20895.63,17615.95,95,30199.29,26.5,35517.34,91536.03,15.9,37,1.6,Female,Cancelled,Net Banking,New,Low,Online,Diploma,Part-time,Poor,India,Zone C,Manager_7,Supplier_7,Brand D,Small Business,Medium,Delivered,Silver,Advertisement,230.42,10.97,7.25,122.88,52.05,423.11,684.45,71.54,950.97,862.59,980.45,385.14,9.56,476.97,371.85,316.47,623.07,503.68,722.98,87.36
469,CUST1469,EMP169,ORD5469,2025-06-22,South,Bengaluru,HR,Beauty,Watch,29468.85,5356.9,11,8536.18,2.7,62895.03,97143.88,15.3,49,2.5,Female,Pending,Cash,New,Low,Mobile App,Diploma,Permanent,Excellent,India,Zone B,Manager_9,Supplier_4,Brand E,Consumer,High,Delivered,Basic,Website,574.16,803.75,160.72,466.19,586.12,200.27,322.19,502.84,599.87,812.46,755.12,807.51,218.02,408.52,12.73,765.24,300.53,628.41,751.37,567.54
439,CUST1439,EMP139,ORD5439,2025-06-23,North,Bengaluru,HR,Grocery,Headphones,72623.22,18590.73,40,20445.02,3.65,24990.91,123701.1,15.3,44,1.0,Female,Returned,Credit Card,Regular,High,Mobile App,Diploma,Permanent,Poor,India,Zone C,Manager_19,Supplier_4,Brand A,Small Business,Low,Delayed,Silver,Direct,854.93,410.78,260.84,583.42,456.51,729.87,488.64,662.13,755.5,17.12,720.68,992.15,888.95,57.39,91.24,241.03,350.22,610.95,681.45,29.19
279,CUST1279,EMP139,ORD5279,2025-06-25,West,Jaipur,Sales,Clothing,Chair,730.6,13033.08,29,16672.28,2.72,49446.34,21894.68,6.9,47,3.3,Other,Pending,Debit Card,Regular,Critical,Mobile App,PhD,Permanent,Average,India,Zone B,Manager_19,Supplier_9,Brand C,Corporate,High,Cancelled,Silver,Direct,233.4,734.06,363.83,39.81,61.15,190.79,73.44,682.23,45.78,316.54,717.12,287.89,670.61,706.48,985.39,65.84,608.14,947.34,360.46,740.59
404,CUST1404,EMP104,ORD5404,2025-06-26,East,Kolkata,Sales,Electronics,Headphones,72105.55,7581.69,81,3188.1,16.36,67350.94,55649.46,10.8,37,4.4,Female,Cancelled,UPI,Premium,Low,Online,Diploma,Part-time,Excellent,India,Zone D,Manager_4,Supplier_14,Brand C,Small Business,High,Delivered,Gold,Direct,419.65,792.25,197.65,259.0,126.53,446.72,21.64,712.96,429.7,332.08,498.62,471.59,55.67,261.79,5.63,775.5,781.68,479.03,232.14,97.04
352,CUST1352,EMP132,ORD5352,2025-06-29,South,Mumbai,Marketing,Beauty,Shoes,78410.16,10381.79,79,22084.62,39.54,368.22,133207.93,14.3,42,1.8,Female,Completed,Cash,Premium,Critical,Store,Diploma,Part-time,Poor,India,Zone C,Manager_12,Supplier_7,Brand A,Small Business,High,Delayed,Silver,Advertisement,776.83,761.67,581.19,790.59,729.69,926.23,636.64,136.23,187.11,803.57,898.71,170.64,548.54,884.17,915.06,326.72,64.74,360.27,394.27,596.13
261,CUST1261,EMP121,ORD5261,2025-06-30,West,Mumbai,Finance,Clothing,Chair,22464.18,23049.83,78,28327.84,0.52,31359.35,75956.27,11.6,45,2.1,Male,Cancelled,UPI,Regular,High,Mobile App,Diploma,Permanent,Average,India,Zone D,Manager_1,Supplier_6,Brand D,Small Business,Low,Cancelled,Basic,Direct,987.98,51.66,841.69,286.55,816.4,791.73,305.16,819.35,942.46,748.84,188.05,115.47,82.35,851.84,456.3,597.68,149.59,287.14,170.87,554.21
462,CUST1462,EMP162,ORD5462,2025-07-01,East,Delhi,HR,Clothing,Shoes,66469.23,7888.26,64,4192.98,6.58,55453.2,66039.09,12.3,59,4.2,Other,Completed,Debit Card,New,High,Store,Diploma,Permanent,Average,India,Zone D,Manager_2,Supplier_12,Brand E,Consumer,High,Cancelled,Gold,Advertisement,911.75,958.35,457.91,402.15,924.24,774.22,40.52,459.35,88.28,521.0,268.67,731.53,207.0,888.33,707.65,260.63,431.93,13.61,556.17,468.64
164,CUST1164,EMP104,ORD5164,2025-07-03,South,Bengaluru,Finance,Grocery,Shoes,21281.98,17772.07,50,22494.06,13.49,61345.85,30552.24,2.5,41,1.8,Other,Returned,Credit Card,Regular,Low,Mobile App,Diploma,Permanent,Excellent,India,Zone C,Manager_4,Supplier_14,Brand D,Corporate,High,Delayed,Gold,Direct,189.36,34.91,816.97,314.69,592.95,985.54,43.22,463.33,264.91,730.96,143.38,27.73,607.48,692.26,937.19,562.34,165.24,782.92,245.41,470.4
426,CUST1426,EMP126,ORD5426,2025-07-05,South,Pune,IT,Electronics,Chair,54608.67,8386.04,34,43544.63,7.83,36145.79,18336.4,16.4,55,3.9,Male,Completed,Net Banking,Regular,Medium,Store,Bachelor,Part-time,Good,India,Zone D,Manager_6,Supplier_6,Brand A,Corporate,Medium,In Transit,Platinum,Website,793.23,192.34,392.75,463.55,372.47,174.84,469.65,941.43,543.01,37.23,199.86,788.21,384.19,947.81,576.31,159.58,551.16,760.46,54.04,389.74
174,CUST1174,EMP114,ORD5174,2025-07-06,Central,Delhi,Operations,Furniture,Headphones,37792.95,1614.65,38,5828.37,37.23,52481.59,101347.32,2.8,32,2.2,Female,Pending,Net Banking,Regular,Medium,Mobile App,PhD,Contract,Good,India,Zone C,Manager_14,Supplier_9,Brand C,Small Business,Medium,Cancelled,Basic,Social Media,627.44,208.53,342.94,944.17,747.77,982.55,807.5,207.89,571.98,162.92,794.44,652.32,387.78,719.16,105.88,833.23,208.89,345.21,994.06,630.52
71,CUST1071,EMP171,ORD5071,2025-07-07,Central,Bengaluru,Marketing,Furniture,Skincare,71983.71,336.64,45,30536.08,33.49,66055.83,81842.6,10.5,45,4.0,Female,Cancelled,Debit Card,Regular,Low,Store,PhD,Contract,Poor,India,Zone D,Manager_11,Supplier_11,Brand A,Consumer,High,Delayed,Basic,Website,107.16,64.77,920.89,93.72,284.7,411.9,374.26,722.65,643.74,431.77,850.73,148.68,186.77,749.59,374.11,996.6,327.18,483.69,769.32,717.73
328,CUST1328,EMP108,ORD5328,2025-07-08,North,Jaipur,IT,Electronics,Laptop,72119.25,-4799.54,54,44690.37,18.17,38229.77,80980.48,5.0,34,3.4,Female,Completed,Credit Card,New,Medium,Store,Diploma,Part-time,Good,India,Zone A,Manager_8,Supplier_13,Brand D,Small Business,High,Delayed,Basic,Website,102.83,666.43,234.93,272.25,806.21,891.05,994.0,403.67,501.02,516.86,78.95,410.9,592.68,503.4,683.43,413.54,285.2,867.44,835.25,27.24
32,CUST1032,EMP132,ORD5032,2025-07-09,Central,Bhopal,IT,Electronics,Shoes,47229.36,14773.41,93,14042.85,19.31,36686.16,117907.46,6.1,20,3.2,Male,Returned,Net Banking,Premium,Low,Mobile App,Master,Part-time,Good,India,Zone C,Manager_12,Supplier_2,Brand A,Consumer,High,Delayed,Gold,Advertisement,924.61,121.14,265.34,227.13,238.73,348.7,137.55,457.55,259.39,93.19,186.42,229.73,394.24,717.69,435.93,235.17,435.84,217.82,735.35,496.37
